time,hand,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,acc_x,acc_y,acc_z,state
1765389036.228645,Left,0.5258533954620361,0.5766486525535583,-8.981715637901289e-08,-0.08366506241288375,0.0867701661394864,-2.3920563521958986e-08,0.6539351060503129,0.12416603005632301,2.4412011783364418e-06,retracting
1765389036.228645,Right,0.42533642053604126,0.5623059272766113,4.0188623984249716e-07,-0.007869189965951023,-0.040946092824240825,1.037697756848041e-07,0.058913048840582696,-0.1604181804692866,2.2759125986387887e-07,idle
1765389036.3393793,Left,0.5172455310821533,0.5845879912376404,-1.0803288574834369e-07,-0.07773445321701011,0.07169724385459884,-1.6449954367116083e-07,0.05355714759661277,-0.13611801028563286,-1.2695169990412764e-06,retracting
1765389036.3393793,Right,0.42533642053604126,0.5623059272766113,4.0188623984249716e-07,-0.007869189965951023,-0.040946092824240825,1.037697756848041e-07,0.058913048840582696,-0.1604181804692866,2.2759125986387887e-07,idle
1765389036.4485555,Left,0.5109143853187561,0.5871503949165344,-1.0217652857136272e-07,-0.05799018601583689,0.023470359321974676,5.3641355729278964e-08,0.18084779130532025,-0.4417345784675939,1.998063511193843e-06,idle
1765389036.4485555,Right,0.42533642053604126,0.5623059272766113,4.0188623984249716e-07,-0.007869189965951023,-0.040946092824240825,1.037697756848041e-07,0.058913048840582696,-0.1604181804692866,2.2759125986387887e-07,idle
1765389036.5313563,Left,0.504218578338623,0.5857653021812439,-9.167327874592957e-08,-0.08086638909044838,-0.0167279983414533,1.268495178576345e-07,-0.27627975899431967,-0.48548233861173484,8.841473090298944e-07,idle
1765389036.5313563,Right,0.42533642053604126,0.5623059272766113,4.0188623984249716e-07,-0.007869189965951023,-0.040946092824240825,1.037697756848041e-07,0.058913048840582696,-0.1604181804692866,2.2759125986387887e-07,idle
1765389036.6323495,Left,0.49104446172714233,0.5877869129180908,-1.0996527777251686e-07,-0.13110581474530386,0.020118610649096126,-1.8203781751947663e-07,-0.4999713473824819,0.3666890794102861,-3.0739765681010166e-06,idle
1765389036.6323495,Right,0.42533642053604126,0.5623059272766113,4.0188623984249716e-07,-0.007869189965951023,-0.040946092824240825,1.037697756848041e-07,0.058913048840582696,-0.1604181804692866,2.2759125986387887e-07,idle
1765389036.727696,Left,0.4802547097206116,0.5908105373382568,-1.1302135760615784e-07,-0.11256327028068998,0.031543732666741285,-3.188232130870846e-08,0.19344369017922836,0.11919171978036579,1.566485837104826e-06,idle
1765389036.727696,Right,0.42533642053604126,0.5623059272766113,4.0188623984249716e-07,-0.007869189965951023,-0.040946092824240825,1.037697756848041e-07,0.058913048840582696,-0.1604181804692866,2.2759125986387887e-07,idle
1765389036.8406172,Left,0.4709587097167969,0.5890942811965942,-1.2148187522598164e-07,-0.08232286656560239,-0.015198701084822202,-7.492406011261514e-08,0.2678008518616096,-0.4139383751185909,-3.811660196699105e-07,idle
1765389036.8406172,Right,0.42533642053604126,0.5623059272766113,4.0188623984249716e-07,-0.007869189965951023,-0.040946092824240825,1.037697756848041e-07,0.058913048840582696,-0.1604181804692866,2.2759125986387887e-07,idle
1765389036.934529,Left,0.4640490412712097,0.5909470915794373,-1.0182057508245634e-07,-0.0739959403564316,0.019841827094929276,2.1055371964762478e-07,0.08917341547982914,0.3752505425788805,3.0571939783472743e-06,idle
1765389036.934529,Right,0.42533642053604126,0.5623059272766113,4.0188623984249716e-07,-0.007869189965951023,-0.040946092824240825,1.037697756848041e-07,0.058913048840582696,-0.1604181804692866,2.2759125986387887e-07,idle
1765389037.029191,Left,0.4577253460884094,0.5918726325035095,-8.539444706912036e-08,-0.06642898646550256,0.009722597902202987,1.725527565665033e-07,0.07948913777071308,-0.10630021208379327,-3.991915152801574e-07,idle
1765389037.029191,Right,0.42533642053604126,0.5623059272766113,4.0188623984249716e-07,-0.007869189965951023,-0.040946092824240825,1.037697756848041e-07,0.058913048840582696,-0.1604181804692866,2.2759125986387887e-07,idle
1765389037.128154,Left,0.4525928497314453,0.5926311612129211,-8.166056630898311e-08,-0.05186276895352955,0.007664769045077948,3.7730059934727734e-08,0.147188487006966,-0.020793916866238105,-1.3623542772939324e-06,idle
1765389037.128154,Right,0.42533642053604126,0.5623059272766113,4.0188623984249716e-07,-0.007869189965951023,-0.040946092824240825,1.037697756848041e-07,0.058913048840582696,-0.1604181804692866,2.2759125986387887e-07,idle
1765389037.2477863,Left,0.4453533887863159,0.594900906085968,-9.466767636467921e-08,-0.06051429528034533,0.018972684913925394,-1.0872578837294556e-07,-0.07231767982930312,0.0945223083706416,-1.2242171782122378e-06,idle
1765389037.2477863,Right,0.42533642053604126,0.5623059272766113,4.0188623984249716e-07,-0.007869189965951023,-0.040946092824240825,1.037697756848041e-07,0.058913048840582696,-0.1604181804692866,2.2759125986387887e-07,idle
1765389037.3370657,Left,0.43604135513305664,0.5980324149131775,-1.0191345012344755e-07,-0.10430213771647551,0.03507537420052608,-8.115839360019513e-08,-0.49045844786890774,0.18036284855873422,3.0877661240683705e-07,idle
1765389037.3370657,Right,0.42533642053604126,0.5623059272766113,4.0188623984249716e-07,-0.007869189965951023,-0.040946092824240825,1.037697756848041e-07,0.058913048840582696,-0.1604181804692866,2.2759125986387887e-07,idle
1765389037.4419518,Left,0.42734652757644653,0.6012552976608276,-1.003338709892887e-07,-0.08289784144534056,0.030727466562406235,1.5059953720913145e-08,0.20407189757141328,-0.04145362925913709,9.173607237666364e-07,idle
1765389037.4419518,Right,0.42533642053604126,0.5623059272766113,4.0188623984249716e-07,-0.007869189965951023,-0.040946092824240825,1.037697756848041e-07,0.058913048840582696,-0.1604181804692866,2.2759125986387887e-07,idle
