time,hand,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,acc_x,acc_y,acc_z,state
1765389470.3951693,Right,0.6004304885864258,0.4610375761985779,1.2660673576192494e-07,-0.16117046028140578,-0.05805324862767367,1.7555516911979067e-06,0.09238593997030392,0.8534868612443994,-6.899276045120435e-07,retracting
1765389470.4830544,Left,0.4276835322380066,0.6408224701881409,-6.915643524507686e-08,0.008293838862559242,0.0057295241402322734,-2.6483065962661114e-08,-0.18175163224952412,0.40521775946024374,2.4985205339013884e-07,idle
1765389470.4830544,Right,0.5773906111717224,0.45436546206474304,8.169567422555701e-08,-0.262158961740777,-0.07591856859558838,-5.110199612232592e-07,-1.1490964215569186,-0.20328032348672068,-2.579015766510146e-05,retracting
1765389470.5824041,Left,0.4296276867389679,0.6370282173156738,-5.104175926362586e-08,0.019568793601197974,-0.038190869756157264,1.8233239964124053e-07,0.1134875145129538,-0.4420786118679304,2.101822023465891e-06,idle
1765389470.5824041,Right,0.5504900813102722,0.45706430077552795,6.422506970693576e-08,-0.27076598920574124,0.027165031209278552,-1.7584952931673449e-07,-0.08663362088684098,1.0375830147513998,3.3736418581754012e-06,idle
1765389470.6854987,Left,0.4281962513923645,0.6391516923904419,-5.7995247715325604e-08,-0.013884681205337528,0.020597349737517635,-6.744766408482234e-08,-0.3244930579657063,0.5702358043874993,-2.422824449958328e-06,idle
1765389470.6854987,Right,0.5324268937110901,0.436865895986557,-1.0403636707678743e-07,-0.17520987026201984,-0.19592111653292016,-1.632107530694751e-06,0.9268782218499259,-2.1638979714153117,-1.4125456766059574e-05,idle
1765389470.79537,Left,0.42912864685058594,0.6380822658538818,-6.372431471390883e-08,0.008486244504528746,-0.009733439806958687,-5.214339356129452e-08,0.20361011381233796,-0.2760572178041447,1.392925935888299e-07,idle
1765389470.79537,Right,0.5303577780723572,0.4238552749156952,-1.4629809186317289e-07,-0.018832160821467166,-0.11841682688343308,-3.846472294111018e-07,1.4232796456367105,0.7054092191418216,1.1353823136997738e-05,idle
1765389470.8870296,Left,0.43211227655410767,0.6363465785980225,-5.0390266181921106e-08,0.03255121628932912,-0.018936241052105878,1.4547364817585269e-07,0.26254735989490213,-0.10040199473979795,2.1559897531689163e-06,idle
1765389470.8870296,Right,0.5397014021873474,0.42481568455696106,-1.987793467606025e-07,0.1019383635758282,0.01047801002996504,-5.725672583582398e-07,1.3175989823374643,1.4062347314726917,-2.0501959409155384e-06,idle
1765389470.9813433,Left,0.43126946687698364,0.6387163400650024,-6.462320101263686e-08,-0.00893624551291774,0.025126396683351027,-1.509107019874877e-07,-0.4398883335532919,0.4671927238595931,-3.1425402331450003e-06,idle
1765389470.9813433,Right,0.5510924458503723,0.42509835958480835,-2.1083957335576997e-07,0.12077835077607564,0.002997181353961272,-1.278736454042604e-07,0.1997589202536697,-0.07931864512633932,4.7150518215969655e-06,idle
1765389471.0944026,Left,0.4332664906978607,0.6412217020988464,-7.023025716534903e-08,0.017663510507059183,0.022159719952341287,-4.959394786968777e-08,0.23527264173429907,-0.02624001029002452,8.961383095144604e-07,idle
1765389471.0944026,Right,0.5633981227874756,0.43232452869415283,-2.7045808792536263e-07,0.10884269461519806,0.06391486804230238,-5.273208298801168e-07,-0.10556989145663473,0.5388118998063198,-3.533077305460343e-06,idle
1765389471.1830182,Left,0.4357321560382843,0.6404339671134949,-5.59174822001296e-08,0.02782426327953272,-0.008889343280931767,1.61515195255393e-07,0.11466092158758946,-0.3503789812112271,2.3823007456558145e-06,idle
1765389471.1830182,Right,0.5659545063972473,0.4318575859069824,-2.4004518195397395e-07,0.028847990615608547,-0.005269303515649172,3.432001451982195e-07,-0.9027152503471911,-0.7807217681350472,9.823557318923933e-06,idle
1765389471.2936852,Left,0.4350435137748718,0.6396039724349976,-6.325439017018653e-08,-0.006222652858537047,-0.007499929982700341,-6.629716730782761e-08,-0.30765195702784226,0.012554902728574732,-2.058539425229854e-06,idle
1765389471.2936852,Right,0.5667182207107544,0.43460357189178467,-2.2556181988875323e-07,0.006901012773309836,0.02481305380991057,1.3087337089909432e-07,-0.19831548492229123,0.2718277351666186,-1.9186098199799602e-06,idle
1765389471.3895464,Left,0.433923602104187,0.641099214553833,-5.9500226967657e-08,-0.011682638141024843,0.01559799139952894,3.916249054774505e-08,-0.05695719937593035,0.24095173251781352,1.100128745376463e-06,idle
1765389471.3895464,Right,0.5677794218063354,0.4382316470146179,-2.1273211814332171e-07,0.011070184121709847,0.037847171270745716,1.3383623626093503e-07,0.0434917516142163,0.135968649821675,3.090786960171195e-08,idle
1765389471.482419,Left,0.4328724443912506,0.6436586976051331,-5.642250400228477e-08,-0.011318273535693748,0.02755907027848517,3.31391854528275e-08,0.003923272615621234,0.12879015286474585,-6.48555528958378e-08,idle
1765389471.482419,Right,0.5694007277488708,0.4443368911743164,-2.1444787989821634e-07,0.017457308182042226,0.06573782654234782,-1.847435510864609e-08,0.0687729503685111,0.30031084923678886,-1.6399945643632413e-06,idle
1765389471.571669,Left,0.430020272731781,0.6457821726799011,-6.613736758254163e-08,-0.03195707401253399,0.02379241442317453,-1.0884990509781342e-07,-0.23124683683693767,-0.04220338546183125,-1.590912615877768e-06,idle
1765389471.571669,Right,0.5721398591995239,0.449552059173584,-2.022995317929599e-07,0.030690518296103562,0.05843319745045974,1.36115811347029e-07,0.1482711160229093,-0.08184450320461649,1.7321010026278212e-06,idle
