time,hand,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,acc_x,acc_y,acc_z,state
1765389272.379918,Left,0.36628270149230957,0.5508555173873901,-4.4852974667719536e-08,0.03319662484846491,0.04943587186774751,-3.817778847014774e-08,0.7332655180332335,-1.773206570622403,-9.538435821163449e-06,retracting
1765389272.379918,Right,0.6489545106887817,0.598147451877594,-1.6859904405919224e-07,0.017766619508355626,-0.030497465346233956,1.7027547388834198e-07,0.03921733025420232,-0.23308042074003335,3.0225301922652557e-06,idle
1765389272.493559,Left,0.36593177914619446,0.5479040145874023,-4.1783302151543467e-08,-0.003087996492140885,-0.025972214063326088,2.7012067105192458e-08,-0.3192922441641734,-0.663565336924509,5.736484084538391e-07,retracting
1765389272.493559,Right,0.6473275423049927,0.5985113978385925,-1.6765029897669592e-07,-0.014316764713287066,0.0032025998439086613,8.348631881434842e-09,-0.28232279599527704,0.296549034976368,-1.4249007668971783e-06,idle
1765389272.5890634,Left,0.36646324396133423,0.548079252243042,-2.1203911515499385e-08,0.005564813081195781,0.001834862385321101,2.1548079750938584e-07,0.09060104550879179,0.29115978774728,1.9734011104268365e-06,idle
1765389272.5890634,Right,0.6494399905204773,0.597976803779602,-1.6203186703478423e-07,0.022118829183049367,-0.005597578480933658,5.882896228593394e-08,0.38150647749305244,-0.09214410072670395,5.285648174172432e-07,idle
1765389272.6831825,Left,0.3671659827232361,0.5462751984596252,-1.8456898231988816e-08,0.007466486305742165,-0.019167781256649544,2.918657426483041e-08,0.020204972116018165,-0.22314971030309766,-1.979346155504382e-06,idle
1765389272.6831825,Right,0.6506513953208923,0.5983948111534119,-1.6712898798232345e-07,0.012870981143164017,0.004441261107902443,-5.4156090167156983e-08,-0.09825689785563851,0.10666105582782022,-1.2004480080357101e-06,idle
1765389272.7839925,Left,0.3682979345321655,0.5456715226173401,-1.80741626110148e-08,0.011228561022448845,-0.00598825054159138,3.796601800244556e-09,0.03731844871338155,0.13073627668056825,-2.518595340613732e-07,idle
1765389272.7839925,Right,0.6504001021385193,0.5997409224510193,-1.748960301029001e-07,-0.0024927393644697134,0.013352947297719167,-7.704630685409475e-08,-0.15240266581222198,0.08840077060339675,-2.270628421270347e-07,idle
1765389272.8966377,Left,0.3708486557006836,0.5328919887542725,-9.218328500537609e-08,0.022643861594859333,-0.11344948229298069,-6.578989233030791e-07,0.10133858981362463,-0.9539801090862855,-5.874159070504184e-06,idle
1765389272.8966377,Right,0.6528590321540833,0.5997651219367981,-1.5381469609110354e-07,0.021828991593081437,0.00021482936410508225,1.871481742065376e-07,0.21591458774389083,-0.11663278910196942,2.3453693555765354e-06,idle
1765389272.9879777,Left,0.3708486557006836,0.5328919887542725,-9.218328500537609e-08,0.022643861594859333,-0.11344948229298069,-6.578989233030791e-07,0.10133858981362463,-0.9539801090862855,-5.874159070504184e-06,idle
1765389272.9879777,Right,0.6503947973251343,0.599679172039032,-1.4172648832300183e-07,-0.026978684861710015,-0.0009409879198554977,1.3234288554292804e-07,-0.534351234077695,-0.012654001110352683,-6.000136814238602e-07,idle
1765389273.1028142,Left,0.3708486557006836,0.5328919887542725,-9.218328500537609e-08,0.022643861594859333,-0.11344948229298069,-6.578989233030791e-07,0.10133858981362463,-0.9539801090862855,-5.874159070504184e-06,idle
1765389273.1028142,Right,0.6385974884033203,0.597109317779541,-1.1711264136238242e-07,-0.10273139295642768,-0.022378383877390436,2.143382699426645e-07,-0.659657323069862,-0.1866776196734051,7.140187742144384e-07,idle
1765389273.1997952,Left,0.3708486557006836,0.5328919887542725,-9.218328500537609e-08,0.022643861594859333,-0.11344948229298069,-6.578989233030791e-07,0.10133858981362463,-0.9539801090862855,-5.874159070504184e-06,idle
1765389273.1997952,Right,0.6382169127464294,0.5926331281661987,-2.0066629247139645e-07,-0.0039242270778428985,-0.04615530228533218,-8.615461714322218e-07,1.018829630337715,-0.24517077052792666,-1.1093759627100587e-05,idle
1765389273.3002536,Left,0.3708486557006836,0.5328919887542725,-9.218328500537609e-08,0.022643861594859333,-0.11344948229298069,-6.578989233030791e-07,0.10133858981362463,-0.9539801090862855,-5.874159070504184e-06,idle
1765389273.3002536,Right,0.6514858603477478,0.5973877906799316,-1.7446714650759532e-07,0.13208402455898025,0.047329673694028525,2.6079601358612594e-07,1.3538765687519345,0.9305841151958963,1.117221027497418e-05,idle
1765389273.39405,Left,0.3708486557006836,0.5328919887542725,-9.218328500537609e-08,0.022643861594859333,-0.11344948229298069,-6.578989233030791e-07,0.10133858981362463,-0.9539801090862855,-5.874159070504184e-06,idle
1765389273.39405,Right,0.6551770567893982,0.6061631441116333,-2.037723021430793e-07,0.039353346381637476,0.09355761165196615,-3.124341819031874e-07,-0.9886394712944294,0.4928548463148613,-6.1114402324841995e-06,idle
1765389273.5134168,Left,0.41015905141830444,0.5073476433753967,-1.6948955305906566e-07,0.0637349683547362,-0.04141571242528389,-1.2533866571625695e-07,0.06662208154337916,0.11679022709334015,8.634538153242624e-07,idle
1765389273.5134168,Right,0.6493381857872009,0.6080297827720642,-1.8451048333645304e-07,-0.04891533392854646,0.015637826792979682,1.6136652079532402e-07,-0.7394737734709229,-0.6527755613342887,3.969280975612595e-06,idle
1765389273.60208,Left,0.3941865563392639,0.5293347239494324,-1.3683863642199867e-07,-0.18345437019754748,0.2525357496891927,3.750167596473955e-07,-2.839128401621121,3.3762214409208595,5.746903597764568e-06,firing
1765389273.60208,Right,0.6504544615745544,0.6078504323959351,-1.6236307942563144e-07,0.012821144756803531,-0.0020599543236449074,2.5437716623886067e-07,0.7090831306811424,-0.20327038903927122,1.0682870332451778e-06,idle
