time,hand,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,acc_x,acc_y,acc_z,state
1765388799.783404,Right,0.49696916341781616,0.7608368992805481,1.7604243396363017e-07,-0.14949465364278236,-0.40168985857249984,2.6826619186267746e-06,-0.14521898897326815,-5.2852626367110656,3.851685204839981e-05,idle
1765388799.8364658,Left,0.4409589171409607,0.7867398262023926,2.3314370878324553e-07,-0.020115989350027886,0.19364689585694497,-1.3737494353586496e-06,-0.9875324697404143,2.7037862859420247,-2.216064872776004e-05,firing
1765388799.8364658,Right,0.49696916341781616,0.7608368992805481,1.7604243396363017e-07,-0.14949465364278236,-0.40168985857249984,2.6826619186267746e-06,-0.14521898897326815,-5.2852626367110656,3.851685204839981e-05,firing
1765388799.9047832,Left,0.44705817103385925,0.7934350967407227,2.4885713489908312e-09,0.084834026960256,0.09312397406774883,-3.208163570695376e-06,1.4597412518787252,-1.3981651537932136,-2.5514717200840224e-05,firing
1765388799.9047832,Right,0.49696916341781616,0.7608368992805481,1.7604243396363017e-07,-0.14949465364278236,-0.40168985857249984,2.6826619186267746e-06,-0.14521898897326815,-5.2852626367110656,3.851685204839981e-05,firing
1765388799.9948914,Left,0.44876283407211304,0.8002204895019531,-1.1346281070245823e-07,0.018917966031735112,0.07530275889622984,-1.2868022933312897e-06,-0.7315215814551449,-0.19777582765236587,2.132283422834066e-05,firing
1765388799.9948914,Right,0.49696916341781616,0.7608368992805481,1.7604243396363017e-07,-0.14949465364278236,-0.40168985857249984,2.6826619186267746e-06,-0.14521898897326815,-5.2852626367110656,3.851685204839981e-05,firing
1765388800.102692,Left,0.4448566138744354,0.7986903190612793,-1.5899156835530448e-07,-0.03623564629280678,-0.014194467298318249,-4.2234279558543586e-07,-0.5116267611208617,-0.8302117311515208,8.019068820902506e-06,retracting
1765388800.102692,Right,0.49696916341781616,0.7608368992805481,1.7604243396363017e-07,-0.14949465364278236,-0.40168985857249984,2.6826619186267746e-06,-0.14521898897326815,-5.2852626367110656,3.851685204839981e-05,retracting
1765388800.2022476,Left,0.44289010763168335,0.798419177532196,-1.582631909968768e-07,-0.01975281811062656,-0.002723515028725929,7.31627755057906e-09,0.16556383089619447,0.11522141593602978,4.315764342226948e-06,retracting
1765388800.2022476,Right,0.49696916341781616,0.7608368992805481,1.7604243396363017e-07,-0.14949465364278236,-0.40168985857249984,2.6826619186267746e-06,-0.14521898897326815,-5.2852626367110656,3.851685204839981e-05,retracting
1765388800.296206,Left,0.44264325499534607,0.7935550212860107,-1.3218564731687366e-07,-0.0026272551955137152,-0.051769265903727574,2.775435706747492e-07,0.18226754557869893,-0.5219944405542463,2.8760319126592383e-06,idle
